,Location,Latitude,Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1551,"Smithfield, Isle Of Wight (23430)",36.978861,-76.63973,Old Towne Curb Market,36.98179244995117,-76.63147735595703,Farmers Market
1552,"Smithfield, Isle Of Wight (23430)",36.978861,-76.63973,Hearn's General Store,36.973883,-76.648933,Grocery Store
1553,"Smithfield, Isle Of Wight (23430)",36.978861,-76.63973,Girl This,36.982428999999996,-76.623411,Gift Shop
1554,"Smithfield, Isle Of Wight (23430)",36.978861,-76.63973,Smithfield Station Hotel,36.98224331062813,-76.62333585285546,Hotel
1555,"Smithfield, Isle Of Wight (23430)",36.978861,-76.63973,Victoria's Rose,36.98236733580123,-76.62317671171597,Gift Shop
1556,"Pocahontas, Tazewell (24635)",37.305821,-81.34697,Pocahontas Exhibition Coal Mine,37.30714797973633,-81.34617614746094,History Museum
1557,"Pocahontas, Tazewell (24635)",37.305821,-81.34697,United States Postal Service,37.3050502,-81.3401925,Post Office
1558,"Pocahontas, Tazewell (24635)",37.305821,-81.34697,Woodard's Pic & Save,37.311668,-81.334937,Convenience Store
1559,"Mechanicsville, Hanover (23111)",37.605641,-77.31536,Mechanicsville Little League,37.609547285592726,-77.30696268503833,Baseball Field
1560,"Mechanicsville, Hanover (23111)",37.605641,-77.31536,Rico's Mexican Grill,37.615999128062036,-77.32094317674637,Mexican Restaurant
1561,"Mechanicsville, Hanover (23111)",37.605641,-77.31536,Firehouse Subs,37.617583,-77.320623,Sandwich Place
1562,"Mechanicsville, Hanover (23111)",37.605641,-77.31536,Wawa,37.613324,-77.328332,Convenience Store
1563,"Mechanicsville, Hanover (23111)",37.605641,-77.31536,Ginger Red Asian Bistro,37.61256873487788,-77.33020537116218,Asian Restaurant
1564,"Mechanicsville, Hanover (23111)",37.605641,-77.31536,Kroger,37.6148776,-77.3194995,Supermarket
1565,"Mechanicsville, Hanover (23111)",37.605641,-77.31536,Skrimp Shack,37.61313,-77.330285,Seafood Restaurant
1566,"Mechanicsville, Hanover (23111)",37.605641,-77.31536,Riverbound Cafe,37.61560713291213,-77.31874644756317,American Restaurant
1567,"Mechanicsville, Hanover (23111)",37.605641,-77.31536,American Family Fitness,37.614274632004495,-77.32053197421871,Gym / Fitness Center
1568,"Mechanicsville, Hanover (23111)",37.605641,-77.31536,Ruby Nails & Spa,37.61754735908475,-77.32090349463674,Cosmetics Shop
1569,"Mechanicsville, Hanover (23111)",37.605641,-77.31536,Lowe's,37.6127429,-77.3260346,Hardware Store
1570,"Mechanicsville, Hanover (23111)",37.605641,-77.31536,Mod Pizza,37.612102222241816,-77.33645313438193,Pizza Place
1571,"Mechanicsville, Hanover (23111)",37.605641,-77.31536,Five Guys,37.612047529544036,-77.33628354581303,Burger Joint
1572,"Mechanicsville, Hanover (23111)",37.605641,-77.31536,Subway,37.6152578,-77.3183472,Sandwich Place
1573,"Mechanicsville, Hanover (23111)",37.605641,-77.31536,Publix Mechanicsville,37.611333,-77.336423,Grocery Store
1574,"Mechanicsville, Hanover (23111)",37.605641,-77.31536,Zaxby's Chicken Fingers & Buffalo Wings,37.612631,-77.333541,Fried Chicken Joint
1575,"Mechanicsville, Hanover (23111)",37.605641,-77.31536,Dollar General,37.592315673828125,-77.31702423095703,Discount Store
1576,"Mechanicsville, Hanover (23111)",37.605641,-77.31536,Sonic Drive-In,37.6123298026295,-77.3348692059516,Fast Food Restaurant
1577,"Mechanicsville, Hanover (23111)",37.605641,-77.31536,Viva Mexico,37.61285302287941,-77.32917012692421,Mexican Restaurant
1578,"Mechanicsville, Hanover (23111)",37.605641,-77.31536,Redbox,37.61503327174567,-77.31975917498498,Video Store
1579,"Mechanicsville, Hanover (23111)",37.605641,-77.31536,TGI Fridays,37.618295,-77.318846,American Restaurant
1580,"Mechanicsville, Hanover (23111)",37.605641,-77.31536,The UPS Store,37.61607443617547,-77.31903813779354,Shipping Store
1581,"Mechanicsville, Hanover (23111)",37.605641,-77.31536,Great Clips,37.61573707087903,-77.3187430323589,Salon / Barbershop
1582,"Mechanicsville, Hanover (23111)",37.605641,-77.31536,Little Caesars Pizza,37.61338250153352,-77.33029647528552,Pizza Place
1583,"Mechanicsville, Hanover (23111)",37.605641,-77.31536,Batteries Plus Bulbs,37.61313,-77.330285,Lighting Store
1584,"Mechanicsville, Hanover (23111)",37.605641,-77.31536,7-Eleven,37.5903999,-77.3178809,Convenience Store
1585,"Mechanicsville, Hanover (23111)",37.605641,-77.31536,Firestone Complete Auto Care,37.6149228,-77.3277312,Automotive Shop
1586,"Mechanicsville, Hanover (23111)",37.605641,-77.31536,James Bar,37.61376112481199,-77.30849751237112,Dive Bar
1587,"Mechanicsville, Hanover (23111)",37.605641,-77.31536,Pebble Creek Large Pond,37.61477783484186,-77.30753842198379,Lake
1588,"Mechanicsville, Hanover (23111)",37.605641,-77.31536,7-Eleven,37.6174077439841,-77.3214273154735,Convenience Store
1589,"Mechanicsville, Hanover (23116)",37.662559,-77.36778,Mrs. Yoder's Sourdough Donuts,37.66323729982332,-77.38372448544798,Food Truck
1590,"Mechanicsville, Hanover (23116)",37.662559,-77.36778,Giovanni's Italian Restaurant,37.658256613207406,-77.38492459058762,Italian Restaurant
1591,"Mechanicsville, Hanover (23116)",37.662559,-77.36778,Burkwood Swim & Racquet Club,37.64969843967732,-77.37438924817486,Tennis Court
1592,"Mechanicsville, Hanover (23116)",37.662559,-77.36778,Sam's Hot Dogs,37.65841056109526,-77.3848494887352,Hot Dog Joint
1593,"Mechanicsville, Hanover (23116)",37.662559,-77.36778,Food Lion Grocery Store,37.65860273007976,-77.38462686538696,Supermarket
1594,"Mechanicsville, Hanover (23116)",37.662559,-77.36778,Don Pedro II,37.65935653731601,-77.38375246524811,Mexican Restaurant
1595,"Mechanicsville, Hanover (23116)",37.662559,-77.36778,Hanover Seafood Mart,37.664041,-77.383296,Fish Market
1596,"Mechanicsville, Hanover (23116)",37.662559,-77.36778,Red Rooster Country Store,37.663229,-77.383556,Gourmet Shop
1597,"Mechanicsville, Hanover (23116)",37.662559,-77.36778,Virginia ABC Store,37.65930132915846,-77.38380342721939,Liquor Store
1598,"Mechanicsville, Hanover (23116)",37.662559,-77.36778,The Salty Pig Smokehouse,37.65918029574631,-77.38394021987915,BBQ Joint
1599,"Mechanicsville, Hanover (23116)",37.662559,-77.36778,The Local Cup,37.658897,-77.384224,Coffee Shop
1600,"Mechanicsville, Hanover (23116)",37.662559,-77.36778,China Wok,37.658668,-77.38430799999999,Asian Restaurant
1601,"Mechanicsville, Hanover (23116)",37.662559,-77.36778,Subway-Hanover Commons,37.658668,-77.38430799999999,Sandwich Place
1602,"Mechanicsville, Hanover (23116)",37.662559,-77.36778,Upward soccer,37.67398787836507,-77.3777930682323,Soccer Field
1603,"Mechanicsville, Hanover (23116)",37.662559,-77.36778,Williams Bakery,37.658130269529906,-77.38496750593185,Bakery
1604,"Mechanicsville, Hanover (23116)",37.662559,-77.36778,Totopotomoy Creek Trail,37.661258,-77.346256,Trail
1605,"Cartersville, Cumberland (23027)",37.653694,-78.11902,Country Corner,37.658776,-78.12449699999999,Grocery Store
1606,"Arlington, Arlington (22209)",38.893241,-77.07453,District Taco,38.8944706533934,-77.07442449180792,Taco Place
1607,"Arlington, Arlington (22209)",38.893241,-77.07453,"Tacos ""El Chilango""",38.89053102511192,-77.07732621112966,Food Truck
1608,"Arlington, Arlington (22209)",38.893241,-77.07453,Pho 75,38.894236,-77.078916,Noodle House
1609,"Arlington, Arlington (22209)",38.893241,-77.07453,Compass Coffee,38.89528,-77.071296,Coffee Shop
1610,"Arlington, Arlington (22209)",38.893241,-77.07453,sweetgreen,38.89631966506586,-77.07108467817307,Salad Place
1611,"Arlington, Arlington (22209)",38.893241,-77.07453,Freedom Park,38.89385096127743,-77.07079047734696,Park
1612,"Arlington, Arlington (22209)",38.893241,-77.07453,The Brew Shop,38.8922855177094,-77.08235021027127,Beer Store
1613,"Arlington, Arlington (22209)",38.893241,-77.07453,CAVA,38.895429,-77.0709848,Mediterranean Restaurant
1614,"Arlington, Arlington (22209)",38.893241,-77.07453,Fort Myer Market,38.88835022644349,-77.07578687961146,Grocery Store
1615,"Arlington, Arlington (22209)",38.893241,-77.07453,Barley Mac,38.8940041,-77.0771773,New American Restaurant
1616,"Arlington, Arlington (22209)",38.893241,-77.07453,CorePower Yoga,38.8920025446147,-77.08125829696655,Yoga Studio
1617,"Arlington, Arlington (22209)",38.893241,-77.07453,Orangetheory Fitness,38.89599149617719,-77.07948572227977,Gym / Fitness Center
1618,"Arlington, Arlington (22209)",38.893241,-77.07453,"Bayou Bakery, Coffee Bar & Eatery",38.891162,-77.083578,Cajun / Creole Restaurant
1619,"Arlington, Arlington (22209)",38.893241,-77.07453,Netherlands Carillon,38.88829950957595,-77.06926871534854,Monument / Landmark
1620,"Arlington, Arlington (22209)",38.893241,-77.07453,AMC Courthouse Plaza 8,38.8900891914044,-77.08511531352997,Movie Theater
1621,"Arlington, Arlington (22209)",38.893241,-77.07453,Arlington Farmers Market,38.88986037930009,-77.0845822968073,Farmers Market
1622,"Arlington, Arlington (22209)",38.893241,-77.07453,Theodore Roosevelt Island,38.8972454736968,-77.06402778625488,Monument / Landmark
1623,"Arlington, Arlington (22209)",38.893241,-77.07453,Sushi Rock,38.891505,-77.081182,Sushi Restaurant
1624,"Arlington, Arlington (22209)",38.893241,-77.07453,European Wax Center,38.89278396348535,-77.08114040317244,Health & Beauty Service
1625,"Arlington, Arlington (22209)",38.893241,-77.07453,Hyatt Centric Arlington,38.89490829795365,-77.07285906031328,Hotel
1626,"Arlington, Arlington (22209)",38.893241,-77.07453,Mele Bistro,38.89400662778284,-77.07871840145819,Bistro
1627,"Arlington, Arlington (22209)",38.893241,-77.07453,Ragtime,38.889453,-77.083442,Bar
1628,"Arlington, Arlington (22209)",38.893241,-77.07453,Rhodeside Grill,38.8929749400412,-77.0800765799173,Bar
1629,"Arlington, Arlington (22209)",38.893241,-77.07453,Hyatt Place Arlington/Courthouse Plaza,38.891115,-77.087447,Hotel
1630,"Arlington, Arlington (22209)",38.893241,-77.07453,Quarterdeck Restaurant,38.887942679282325,-77.07571709019744,Seafood Restaurant
1631,"Arlington, Arlington (22209)",38.893241,-77.07453,Theodore Roosevelt Island Memorial Plaza,38.897208105004054,-77.0640008642807,National Park
1632,"Arlington, Arlington (22209)",38.893241,-77.07453,Le Méridien Arlington,38.897275000000015,-77.07007609325416,Hotel
1633,"Arlington, Arlington (22209)",38.893241,-77.07453,Georgetown Waterfront Park,38.902363819028274,-77.06301927566528,Park
1634,"Arlington, Arlington (22209)",38.893241,-77.07453,Buuz Thai Eatery,38.892348999999996,-77.081231,Thai Restaurant
1635,"Arlington, Arlington (22209)",38.893241,-77.07453,Sawatdee,38.889652,-77.085706,Thai Restaurant
1636,"Stafford, Stafford (22554)",38.460395,-77.43266,Vinny's Italian Grill & Pizzeria,38.475036290425514,-77.42643359942936,Italian Restaurant
1637,"Stafford, Stafford (22554)",38.460395,-77.43266,Escape Salon & Day Spa,38.474707698464,-77.42207399241917,Spa
1638,"Stafford, Stafford (22554)",38.460395,-77.43266,Sam's Pizza & Subs,38.47533686013352,-77.42922199082415,Pizza Place
1639,"Stafford, Stafford (22554)",38.460395,-77.43266,Chick-fil-A,38.4758612,-77.4223208,Fast Food Restaurant
1640,"Stafford, Stafford (22554)",38.460395,-77.43266,Mission BBQ,38.47447384922859,-77.41879331504522,BBQ Joint
1641,"Stafford, Stafford (22554)",38.460395,-77.43266,Stafford Wings,38.47515458292771,-77.42906664049436,Wings Joint
1642,"Stafford, Stafford (22554)",38.460395,-77.43266,sweetFrog,38.47370724437546,-77.42018768326845,Frozen Yogurt Shop
1643,"Stafford, Stafford (22554)",38.460395,-77.43266,Arby's,38.4757095722444,-77.4272257089614,Fast Food Restaurant
1644,"Stafford, Stafford (22554)",38.460395,-77.43266,Dunkin',38.474467,-77.420429,Donut Shop
1645,"Stafford, Stafford (22554)",38.460395,-77.43266,Formosa,38.473911168881095,-77.42025289966756,Chinese Restaurant
1646,"Stafford, Stafford (22554)",38.460395,-77.43266,Onelife Fitness - Stafford,38.473863204599844,-77.4213735423279,Gym / Fitness Center
1647,"Stafford, Stafford (22554)",38.460395,-77.43266,Wawa,38.467301,-77.411861,Convenience Store
1648,"Stafford, Stafford (22554)",38.460395,-77.43266,Umi Japanese Cuisine,38.47558826200415,-77.42174880191423,Japanese Restaurant
1649,"Stafford, Stafford (22554)",38.460395,-77.43266,KOBE Japanese Steakhouse and Sushi Bar,38.47328253229576,-77.41790610017522,Japanese Restaurant
1650,"Stafford, Stafford (22554)",38.460395,-77.43266,ALDI,38.47308270892205,-77.41951540983614,Grocery Store
1651,"Stafford, Stafford (22554)",38.460395,-77.43266,Pancho Villa,38.47001261934034,-77.41386838315506,Mexican Restaurant
1652,"Stafford, Stafford (22554)",38.460395,-77.43266,Buffalo Mo's,38.469080227840074,-77.41452944753702,American Restaurant
1653,"Stafford, Stafford (22554)",38.460395,-77.43266,CVS pharmacy,38.475961994261866,-77.42587058590293,Pharmacy
1654,"Stafford, Stafford (22554)",38.460395,-77.43266,610 Barbershop,38.47489482297994,-77.42198113272403,Cosmetics Shop
1655,"Stafford, Stafford (22554)",38.460395,-77.43266,Wawa,38.473263,-77.436134,Convenience Store
1656,"Stafford, Stafford (22554)",38.460395,-77.43266,Botta Bing Bagel & Deli,38.475134000000004,-77.420498,Bagel Shop
1657,"Stafford, Stafford (22554)",38.460395,-77.43266,Paddys,38.47450729823658,-77.43281053276706,Bar
1658,"Stafford, Stafford (22554)",38.460395,-77.43266,Massage Envy - Stafford,38.4748991,-77.4216572,Spa
1659,"Stafford, Stafford (22554)",38.460395,-77.43266,Sweetfrog,38.4738002604036,-77.42018088393247,Frozen Yogurt Shop
1660,"Stafford, Stafford (22554)",38.460395,-77.43266,Haircuttery,38.476009368896484,-77.42338562011719,Cosmetics Shop
1661,"Stafford, Stafford (22554)",38.460395,-77.43266,Dollar General,38.473024,-77.419173,Discount Store
1662,"Stafford, Stafford (22554)",38.460395,-77.43266,Baskin-Robbins,38.4744049409579,-77.42039431400183,Ice Cream Shop
1663,"Stafford, Stafford (22554)",38.460395,-77.43266,Papa John's Pizza,38.47402,-77.43754799999999,Pizza Place
1664,"Stafford, Stafford (22554)",38.460395,-77.43266,T-Mobile,38.47490019969994,-77.42173286011888,Mobile Phone Shop
1665,"Stafford, Stafford (22554)",38.460395,-77.43266,Virginia ABC Store,38.475852605215955,-77.42261936984524,Liquor Store
1666,"Dillwyn, Buckingham (23936)",37.529284,-78.49082,Pino's,37.53638102025247,-78.48061558296573,Italian Restaurant
1667,"Dillwyn, Buckingham (23936)",37.529284,-78.49082,Family Dollar,37.541933,-78.476209,Discount Store
1668,"Dillwyn, Buckingham (23936)",37.529284,-78.49082,Virginia Nazarene Camp,37.53754876264813,-78.4992203824923,Campground
1669,"Dillwyn, Buckingham (23936)",37.529284,-78.49082,McDonald's,37.541890305357676,-78.47493538505432,Fast Food Restaurant
1670,"Chesapeake, Chesapeake City (23323)",36.757815,-76.3358,Pool & BBQ Shack,36.769676208496094,-76.34369659423828,BBQ Joint
1671,"Chesapeake, Chesapeake City (23323)",36.757815,-76.3358,7-Eleven,36.7712041,-76.3446685,Convenience Store
1672,"Chesapeake, Chesapeake City (23323)",36.757815,-76.3358,Zinos Cafe and Tavern,36.76965110597687,-76.34465201534395,American Restaurant
1673,"Chesapeake, Chesapeake City (23323)",36.757815,-76.3358,Shun Xing,36.77063690231435,-76.34731951870971,Chinese Restaurant
1674,"Chesapeake, Chesapeake City (23323)",36.757815,-76.3358,Hardee's,36.77049371628129,-76.34553815754344,Fast Food Restaurant
1675,"Chesapeake, Chesapeake City (23323)",36.757815,-76.3358,Dollar Tree,36.772118,-76.340438,Discount Store
1676,"Chesapeake, Chesapeake City (23323)",36.757815,-76.3358,Subway,36.77075277497675,-76.34753277601652,Sandwich Place
1677,"Chesapeake, Chesapeake City (23323)",36.757815,-76.3358,Dollar General,36.772098,-76.336244,Discount Store
1678,"Chesapeake, Chesapeake City (23323)",36.757815,-76.3358,McDonald's,36.77196979152839,-76.3392224907875,Fast Food Restaurant
1679,"Chesapeake, Chesapeake City (23323)",36.757815,-76.3358,7-Eleven,36.7724733,-76.3239065,Convenience Store
1680,"Chesapeake, Chesapeake City (23323)",36.757815,-76.3358,Papa John's Pizza,36.77216225747374,-76.33984672879512,Pizza Place
1681,"Chesapeake, Chesapeake City (23323)",36.757815,-76.3358,Pizza Hut,36.772096553789524,-76.33642762899399,Pizza Place
1682,"Chesapeake, Chesapeake City (23323)",36.757815,-76.3358,Redbox,36.741693,-76.345526,Video Store
1683,"Chesapeake, Chesapeake City (23323)",36.757815,-76.3358,Food Lion Grocery Store,36.77034636783591,-76.34705425314039,Supermarket
1684,"Chesapeake, Chesapeake City (23323)",36.757815,-76.3358,Rivers Edge Park,36.75908379691755,-76.33335055253535,Park
1685,"Chesapeake, Chesapeake City (23323)",36.757815,-76.3358,VA Live Entertainment,36.77179018604809,-76.34070046376578,Nightclub
1686,"Chesapeake, Chesapeake City (23323)",36.757815,-76.3358,KFC,36.77119937935312,-76.3234840694509,Fast Food Restaurant
1687,"Chesapeake, Chesapeake City (23323)",36.757815,-76.3358,Days Inn by Wyndham Chesapeake,36.764411,-76.344623,Hotel
1688,"Chesapeake, Chesapeake City (23323)",36.757815,-76.3358,The Breakfast Club @ Deep Creek,36.755026338481954,-76.3519764445338,Gym
1689,"Chesapeake, Chesapeake City (23323)",36.757815,-76.3358,Chesapeake Pawn and Gun,36.77188282,-76.33824169,Pawn Shop
1690,"Chesapeake, Chesapeake City (23323)",36.757815,-76.3358,Club Dream,36.77191821510135,-76.34074569272613,Nightclub
1691,"Chesapeake, Chesapeake City (23323)",36.757815,-76.3358,Intersection of George Washington Hwy. & S. Military Hwy.,36.77233933516216,-76.34262084960938,Intersection
1692,"Chesapeake, Chesapeake City (23323)",36.757815,-76.3358,SECEP Ball Field,36.742388,-76.345575,Baseball Field
1693,"Harrisonburg, Rockingham (22802)",38.477752,-78.86302,Mr J's Bagel & Deli III,38.47988468267483,-78.87215630780042,Sandwich Place
1694,"Harrisonburg, Rockingham (22802)",38.477752,-78.86302,A Bowl of Good,38.46787271487186,-78.87451398261793,Restaurant
1695,"Harrisonburg, Rockingham (22802)",38.477752,-78.86302,Dairy Queen,38.481068129892634,-78.87124791741377,Ice Cream Shop
1696,"Harrisonburg, Rockingham (22802)",38.477752,-78.86302,Subway,38.480344838000015,-78.87223877150194,Sandwich Place
1697,"Harrisonburg, Rockingham (22802)",38.477752,-78.86302,Dollar General,38.47864659719074,-78.8706085099742,Discount Store
1698,"Harrisonburg, Rockingham (22802)",38.477752,-78.86302,Traditions Family Restaurant,38.46764775783958,-78.87213187615187,American Restaurant
1699,"Harrisonburg, Rockingham (22802)",38.477752,-78.86302,Food Lion Grocery Store,38.480679985055446,-78.87152848435392,Supermarket
1700,"Harrisonburg, Rockingham (22802)",38.477752,-78.86302,Francesco's,38.48056732308808,-78.87173386054383,Italian Restaurant
1701,"Harrisonburg, Rockingham (22802)",38.477752,-78.86302,China Star,38.479975,-78.872284,Chinese Restaurant
1702,"Harrisonburg, Rockingham (22802)",38.477752,-78.86302,Common Grounds Coffeehouse,38.472381591796875,-78.87869262695312,Coffee Shop
1703,"Catharpin, Prince William (20143)",38.858613,-77.56391,Catharpin Park,38.85765075683594,-77.56571960449219,Park
1704,"Catharpin, Prince William (20143)",38.858613,-77.56391,Catharpin Baseball Fields,38.85469527311826,-77.56509600359378,Baseball Field
1705,"Catharpin, Prince William (20143)",38.858613,-77.56391,Blue Ribbon Koi & Marine,38.854772686065175,-77.57166530552252,Aquarium
1706,"Catharpin, Prince William (20143)",38.858613,-77.56391,4 Sisters Vietnamese Restaurant,38.850475583747524,-77.55554110996653,Vietnamese Restaurant
1707,"Catharpin, Prince William (20143)",38.858613,-77.56391,Carrabb's,38.868042,-77.57363,Italian Restaurant
1708,"Catharpin, Prince William (20143)",38.858613,-77.56391,Mankin Consulting Group Inc.,38.87310852221702,-77.56571169846463,Business Service
1709,"Charlottesville, Charlottesville City (22904)",38.040101,-78.485066,Ace Biscuit & Barbecue,38.03755454222439,-78.4831953048706,BBQ Joint
1710,"Charlottesville, Charlottesville City (22904)",38.040101,-78.485066,MarieBette,38.037590742086564,-78.48779122337669,Bakery
1711,"Charlottesville, Charlottesville City (22904)",38.040101,-78.485066,Kardinal Hall,38.03628894520418,-78.48775516195779,Beer Garden
1712,"Charlottesville, Charlottesville City (22904)",38.040101,-78.485066,Bodo's Bagels,38.03516607617402,-78.48501400805891,Bagel Shop
1713,"Charlottesville, Charlottesville City (22904)",38.040101,-78.485066,Public Fish & Oyster,38.031137526898476,-78.48831364920228,Seafood Restaurant
1714,"Charlottesville, Charlottesville City (22904)",38.040101,-78.485066,Oakhart Social,38.03115009806497,-78.48812491116239,Restaurant
1715,"Charlottesville, Charlottesville City (22904)",38.040101,-78.485066,Random Row Brewing Co.,38.035057608094135,-78.4864724065713,Brewery
1716,"Charlottesville, Charlottesville City (22904)",38.040101,-78.485066,Shenandoah Joe Coffee,38.039165,-78.490779,Coffee Shop
1717,"Charlottesville, Charlottesville City (22904)",38.040101,-78.485066,Tavern & Grocery,38.030734782036085,-78.48649206297058,Bistro
1718,"Charlottesville, Charlottesville City (22904)",38.040101,-78.485066,Revolutionary Soup,38.030586462176515,-78.4823888141566,Soup Place
1719,"Charlottesville, Charlottesville City (22904)",38.040101,-78.485066,The Alley Light,38.030546233154624,-78.48236566503455,Speakeasy
1720,"Charlottesville, Charlottesville City (22904)",38.040101,-78.485066,Feast!,38.03056115498087,-78.4869745155007,Gourmet Shop
1721,"Charlottesville, Charlottesville City (22904)",38.040101,-78.485066,Charlottesville Historic Downtown Mall,38.030383637581394,-78.4803808016092,Shopping Mall
1722,"Charlottesville, Charlottesville City (22904)",38.040101,-78.485066,The Whiskey Jar,38.03126951668239,-78.48293261108302,Southern / Soul Food Restaurant
1723,"Charlottesville, Charlottesville City (22904)",38.040101,-78.485066,Mudhouse,38.031179005373836,-78.48255583845864,Coffee Shop
1724,"Charlottesville, Charlottesville City (22904)",38.040101,-78.485066,Jack Brown's Beer & Burger Joint,38.03015706722324,-78.48106149173974,Burger Joint
1725,"Charlottesville, Charlottesville City (22904)",38.040101,-78.485066,The Paramount,38.03095515399864,-78.479909724953,Music Venue
1726,"Charlottesville, Charlottesville City (22904)",38.040101,-78.485066,Violet Crown Charlottesville,38.03101360893706,-78.48229985230822,Movie Theater
1727,"Charlottesville, Charlottesville City (22904)",38.040101,-78.485066,The Jefferson Theater,38.030066616289275,-78.48153381949933,Music Venue
1728,"Charlottesville, Charlottesville City (22904)",38.040101,-78.485066,Common House,38.03168560732123,-78.4822454927743,Club House
1729,"Charlottesville, Charlottesville City (22904)",38.040101,-78.485066,The Flat: Takeaway Crêperie,38.03001127499472,-78.48155026955511,French Restaurant
1730,"Charlottesville, Charlottesville City (22904)",38.040101,-78.485066,Charlottesville City Market,38.02982644402836,-78.48165080193068,Farmers Market
1731,"Charlottesville, Charlottesville City (22904)",38.040101,-78.485066,Monsoon Siam,38.0317435509113,-78.48181333458464,Thai Restaurant
1732,"Charlottesville, Charlottesville City (22904)",38.040101,-78.485066,Blue Whale Books,38.030968902744334,-78.48194737337668,Bookstore
1733,"Charlottesville, Charlottesville City (22904)",38.040101,-78.485066,Residence Inn by Marriott Charlottesville Downtown,38.0306024,-78.485588,Hotel
1734,"Charlottesville, Charlottesville City (22904)",38.040101,-78.485066,Continental Divide,38.03174846372526,-78.49103648727873,Mexican Restaurant
1735,"Charlottesville, Charlottesville City (22904)",38.040101,-78.485066,The Pie Chest,38.03063067,-78.47891633,Pie Shop
1736,"Charlottesville, Charlottesville City (22904)",38.040101,-78.485066,Splendora's Gelato,38.030244785735825,-78.4795988006552,Dessert Shop
1737,"Charlottesville, Charlottesville City (22904)",38.040101,-78.485066,Bizou,38.03106839595547,-78.48207469834738,American Restaurant
1738,"Charlottesville, Charlottesville City (22904)",38.040101,-78.485066,Market Street Wineshop Downtown,38.0310125,-78.47895319999999,Wine Shop
1739,"Stuart, Patrick (24171)",36.655575,-80.23909,Redbox,36.638832092285156,-80.2445068359375,Video Store
1740,"Stuart, Patrick (24171)",36.655575,-80.23909,Wendy’s,36.64097693474149,-80.24560248710247,Fast Food Restaurant
1741,"Stuart, Patrick (24171)",36.655575,-80.23909,Walmart Supercenter,36.63892800809236,-80.2446740515212,Big Box Store
1742,"Stuart, Patrick (24171)",36.655575,-80.23909,Liberty Home Care Services,36.6445,-80.25461,Home Service
1743,"Castleton, Rappahannock (22716)",38.627135,-78.11341,Châteauville Foundation,38.61684036254883,-78.10629272460938,Theater
1744,"Castleton, Rappahannock (22716)",38.627135,-78.11341,Castleton Theatre House,38.616617701398596,-78.10600186475713,Opera House
1745,"Irvington, Lancaster (22480)",37.66871,-76.41038,The Dog And Oyster,37.66399335618348,-76.41353199293917,Vineyard
1746,"Irvington, Lancaster (22480)",37.66871,-76.41038,The Local,37.662751043393456,-76.41845397403651,Sandwich Place
1747,"Irvington, Lancaster (22480)",37.66871,-76.41038,Hope and Glory Inn,37.66223523335483,-76.4208043975059,Bed & Breakfast
1748,"Irvington, Lancaster (22480)",37.66871,-76.41038,Trick Dog Bar & Bistro,37.662506368962426,-76.41877454244785,American Restaurant
1749,"Irvington, Lancaster (22480)",37.66871,-76.41038,Mom & Pops,37.67391586303711,-76.41474151611328,Convenience Store
1750,"Irvington, Lancaster (22480)",37.66871,-76.41038,Jimmy And Sook,37.662658,-76.418583,Clothing Store
1751,"Irvington, Lancaster (22480)",37.66871,-76.41038,Dandelion,37.662592512973745,-76.4192408323288,Boutique
1752,"Irvington, Lancaster (22480)",37.66871,-76.41038,Chesapeake Bank - Rappahannock Westminster,37.6753605,-76.40143739999999,Bank
1753,"Irvington, Lancaster (22480)",37.66871,-76.41038,Farmers Market,37.6627526713289,-76.42040374757637,Farmers Market
1754,"Irvington, Lancaster (22480)",37.66871,-76.41038,Steamboat Era Museum,37.66253943052155,-76.42218053340912,History Museum
1755,"Irvington, Lancaster (22480)",37.66871,-76.41038,The Golden Eagle Golf Course,37.67973584293721,-76.39924769022068,Golf Course
1756,"Irvington, Lancaster (22480)",37.66871,-76.41038,Chesapeake Terrace,37.66312026977539,-76.42890930175781,Restaurant
1757,"Irvington, Lancaster (22480)",37.66871,-76.41038,Historic Christ Church,37.680673999999996,-76.423327,History Museum
1758,"Lottsburg, Northumberland (22511)",37.991772,-76.48985,Keyser Bros Crab House,37.988399505615234,-76.47509765625,Seafood Restaurant
1759,"Lottsburg, Northumberland (22511)",37.991772,-76.48985,"Occupy Tent City, Honest Point",37.989873,-76.473254,Campground
1760,"Lottsburg, Northumberland (22511)",37.991772,-76.48985,Ranson Contractors,37.995424,-76.473594,Construction & Landscaping
1761,"Lottsburg, Northumberland (22511)",37.991772,-76.48985,Brookbank Electric Inc,37.9902992,-76.5097733,Construction & Landscaping
1762,"Lottsburg, Northumberland (22511)",37.991772,-76.48985,Coan River Marina,37.98271560668945,-76.4715576171875,Harbor / Marina
1763,"Harrisonburg, Harrisonburg City (22807)",38.440898,-78.874173,Bridgeforth Stadium,38.43517750259592,-78.87297025760358,College Football Field
1764,"Harrisonburg, Harrisonburg City (22807)",38.440898,-78.874173,Pale Fire Brewing Co.,38.447030766518374,-78.87181703715129,Brewery
1765,"Harrisonburg, Harrisonburg City (22807)",38.440898,-78.874173,Forbes Center for the Performing Arts,38.44012948384996,-78.87616927992637,Performing Arts Venue
